Away True Probability (Close),Away True Line (Close),,Away Implied Probability (Close),Away Line (Close),Away True Probability (Open),Away True Line (Open),,Away Implied Probability (Open),Away Line (Open),Away,Away Score,-,Date,-,Home Score,Home,Home Line (Open),Home Implied Probability (Open),,Home True Line (Open),Home True Probability (Open),Home Line (Close),Home Implied Probability (Close),,Home True Line (Close),Home True Probability (Close)
36.16%,+177,102.43%,37.04%,+170,34.88%,+187,102.38%,35.71%,+180,Arizona Coyotes,2,,31-Dec,,5,Anaheim Ducks,-200,66.67%,102.38%, -187,65.12%,-189,65.40%,102.43%, -177,63.84%
56.61%, -130,102.43%,57.98%,-138,53.79%, -116,102.55%,55.16%, -123,Tampa Bay Lightning,5,,31-Dec,,0,Columbus Blue Jackets,+111,47.39%,102.55%,+116,46.21%,+125,44.44%,102.43%,+130,43.39%
41.56%,+141,102.39%,42.55%,+135,43.95%,+128,102.49%,45.05%,+122,Winnipeg Jets,5,,31-Dec,,0,Edmonton Oilers,-135,57.45%,102.49%, -128,56.05%,-149,59.84%,102.39%, -141,58.44%
54.60%, -120,102.46%,55.95%,-127,54.60%, -120,102.46%,55.95%, -127,Pittsburgh Penguins,1,,31-Dec,,4,Detroit Red Wings,+115,46.51%,102.46%,+120,45.40%,+115,46.51%,102.46%,+120,45.40%
55.86%, -127,102.51%,57.26%,-134,50.70%, -103,102.42%,51.92%, -108,New York Islanders,1,,31-Dec,,6,Colorado Avalanche,-102,50.50%,102.42%,+103,49.30%,+121,45.25%,102.51%,+127,44.14%
48.04%,+108,102.53%,49.26%,+103,44.33%,+126,102.54%,45.45%,+120,San Jose Sharks,0,,31-Dec,,6,Dallas Stars,-133,57.08%,102.54%, -126,55.67%,-114,53.27%,102.53%, -108,51.96%
43.03%,+132,102.39%,44.05%,+127,45.00%,+122,102.41%,46.08%,+117,Chicago Blackhawks,3,,31-Dec,OT,4,Calgary Flames,-129,56.33%,102.41%, -122,55.00%,-140,58.33%,102.39%, -132,56.97%
60.18%, -151,102.50%,61.69%,-161,62.15%, -164,102.40%,63.64%, -175,New York Rangers,3,OT,1-Jan,,2,Buffalo Sabres,+158,38.76%,102.40%,+164,37.85%,+145,40.82%,102.50%,+151,39.82%
53.79%, -116,102.55%,55.16%,-123,55.20%, -123,102.39%,56.52%, -130,Tampa Bay Lightning,2,,2-Jan,,0,Toronto Maple Leafs,+118,45.87%,102.39%,+123,44.80%,+111,47.39%,102.55%,+116,46.21%
55.00%, -122,102.41%,56.33%,-129,51.39%, -106,102.36%,52.61%, -111,Boston Bruins,5,,2-Jan,,1,New York Islanders,+101,49.75%,102.36%,+106,48.61%,+117,46.08%,102.41%,+122,45.00%
47.16%,+112,102.44%,48.31%,+107,51.16%, -105,102.38%,52.38%, -110,Pittsburgh Penguins,5,,2-Jan,,1,Philadelphia Flyers,+100,50.00%,102.38%,+105,48.84%,-118,54.13%,102.44%, -112,52.84%
46.94%,+113,102.41%,48.08%,+108,48.61%,+106,102.36%,49.75%,+101,Washington Capitals,5,OT,2-Jan,,4,Carolina Hurricanes,-111,52.61%,102.36%, -106,51.39%,-119,54.34%,102.41%, -113,53.06%
48.27%,+107,102.56%,49.50%,+102,49.30%,+103,102.42%,50.50%, -102,San Jose Sharks,4,,2-Jan,,1,Montreal Canadiens,-108,51.92%,102.42%, -103,50.70%,-113,53.05%,102.56%, -107,51.73%
39.21%,+155,102.42%,40.16%,+149,41.39%,+142,102.37%,42.37%,+136,New Jersey Devils,2,,2-Jan,SO,3,St. Louis Blues,-150,60.00%,102.37%, -142,58.61%,-165,62.26%,102.42%, -155,60.79%
41.16%,+143,102.51%,42.19%,+137,45.00%,+122,102.41%,46.08%,+117,Florida Panthers,1,,2-Jan,,5,Minnesota Wild,-129,56.33%,102.41%, -122,55.00%,-152,60.32%,102.51%, -143,58.84%
42.42%,+136,102.49%,43.48%,+130,41.39%,+142,102.37%,42.37%,+136,Columbus Blue Jackets,2,,2-Jan,,1,Dallas Stars,-150,60.00%,102.37%, -142,58.61%,-144,59.02%,102.49%, -136,57.58%
54.80%, -121,102.44%,56.14%,-128,55.40%, -124,102.37%,56.71%, -131,Winnipeg Jets,2,,2-Jan,OT,3,Colorado Avalanche,+119,45.66%,102.37%,+124,44.60%,+116,46.30%,102.44%,+121,45.20%
44.80%,+123,102.39%,45.87%,+118,48.27%,+107,102.56%,49.50%,+102,Los Angeles Kings,5,,2-Jan,,0,Edmonton Oilers,-113,53.05%,102.56%, -107,51.73%,-130,56.52%,102.39%, -123,55.20%
53.79%, -116,102.55%,55.16%,-123,55.20%, -123,102.39%,56.52%, -130,Anaheim Ducks,5,,2-Jan,,0,Vancouver Canucks,+118,45.87%,102.39%,+123,44.80%,+111,47.39%,102.55%,+116,46.21%
44.14%,+127,102.51%,45.25%,+121,43.03%,+132,102.39%,44.05%,+127,Nashville Predators,0,,2-Jan,,3,Vegas Golden Knights,-140,58.33%,102.39%, -132,56.97%,-134,57.26%,102.51%, -127,55.86%
44.14%,+127,102.51%,45.25%,+121,44.80%,+123,102.39%,45.87%,+118,Ottawa Senators,1,,3-Jan,OT,2,Detroit Red Wings,-130,56.52%,102.39%, -123,55.20%,-134,57.26%,102.51%, -127,55.86%
43.39%,+130,102.43%,44.44%,+125,42.25%,+137,102.47%,43.29%,+131,Chicago Blackhawks,5,,3-Jan,,2,New York Rangers,-145,59.18%,102.47%, -137,57.75%,-138,57.98%,102.43%, -130,56.61%
45.20%,+121,102.44%,46.30%,+116,44.33%,+126,102.54%,45.45%,+120,San Jose Sharks,2,,4-Jan,SO,3,Toronto Maple Leafs,-133,57.08%,102.54%, -126,55.67%,-128,56.14%,102.44%, -121,54.80%
43.39%,+130,102.43%,44.44%,+125,47.16%,+112,102.44%,48.31%,+107,New York Islanders,4,,4-Jan,,6,Philadelphia Flyers,-118,54.13%,102.44%, -112,52.84%,-138,57.98%,102.43%, -130,56.61%
42.42%,+136,102.49%,43.48%,+130,41.73%,+140,102.41%,42.74%,+134,Carolina Hurricanes,4,,4-Jan,,0,Pittsburgh Penguins,-148,59.68%,102.41%, -140,58.27%,-144,59.02%,102.49%, -136,57.58%
61.29%, -158,102.51%,62.83%,-169,60.79%, -155,102.42%,62.26%, -165,Tampa Bay Lightning,1,,4-Jan,SO,2,Montreal Canadiens,+149,40.16%,102.42%,+155,39.21%,+152,39.68%,102.51%,+158,38.71%
45.80%,+118,102.50%,46.95%,+113,48.27%,+107,102.56%,49.50%,+102,Vegas Golden Knights,1,,4-Jan,,2,St. Louis Blues,-113,53.05%,102.56%, -107,51.73%,-125,55.56%,102.50%, -118,54.20%
32.43%,+208,102.45%,33.22%,+201,36.03%,+178,102.42%,36.90%,+171,Buffalo Sabres,2,,4-Jan,,6,Minnesota Wild,-190,65.52%,102.42%, -178,63.97%,-225,69.23%,102.45%, -208,67.57%
39.82%,+151,102.50%,40.82%,+145,39.21%,+155,102.42%,40.16%,+149,New Jersey Devils,3,,4-Jan,,4,Dallas Stars,-165,62.26%,102.42%, -155,60.79%,-161,61.69%,102.50%, -151,60.18%
54.60%, -120,102.46%,55.95%,-127,53.79%, -116,102.55%,55.16%, -123,Columbus Blue Jackets,0,,4-Jan,,2,Colorado Avalanche,+111,47.39%,102.55%,+116,46.21%,+115,46.51%,102.46%,+120,45.40%
46.73%,+114,102.39%,47.85%,+109,48.84%,+105,102.38%,50.00%,+100,Los Angeles Kings,3,,4-Jan,,4,Calgary Flames,-110,52.38%,102.38%, -105,51.16%,-120,54.55%,102.39%, -114,53.27%
45.20%,+121,102.44%,46.30%,+116,46.21%,+116,102.55%,47.39%,+111,Anaheim Ducks,1,,4-Jan,SO,2,Edmonton Oilers,-123,55.16%,102.55%, -116,53.79%,-128,56.14%,102.44%, -121,54.80%
58.44%, -141,102.39%,59.84%,-149,62.15%, -164,102.40%,63.64%, -175,Nashville Predators,2,,4-Jan,OT,3,Arizona Coyotes,+158,38.76%,102.40%,+164,37.85%,+135,42.55%,102.39%,+141,41.56%
49.54%,+102,102.43%,50.74%,-103,48.27%,+107,102.56%,49.50%,+102,Pittsburgh Penguins,4,,5-Jan,,0,New York Islanders,-113,53.05%,102.56%, -107,51.73%,-107,51.69%,102.43%, -102,50.46%
51.96%, -108,102.53%,53.27%,-114,53.99%, -117,102.53%,55.36%, -124,San Jose Sharks,5,,5-Jan,,6,Ottawa Senators,+112,47.17%,102.53%,+117,46.01%,+103,49.26%,102.53%,+108,48.04%
46.21%,+116,102.55%,47.39%,+111,46.21%,+116,102.55%,47.39%,+111,Florida Panthers,2,,5-Jan,,4,Detroit Red Wings,-123,55.16%,102.55%, -116,53.79%,-123,55.16%,102.55%, -116,53.79%
28.47%,+251,102.42%,29.15%,+243,29.86%,+235,102.41%,30.58%,+227,Buffalo Sabres,3,,5-Jan,,4,Winnipeg Jets,-255,71.83%,102.41%, -235,70.14%,-274,73.26%,102.42%, -251,71.53%
43.95%,+128,102.49%,45.05%,+122,46.21%,+116,102.55%,47.39%,+111,Vegas Golden Knights,5,,5-Jan,,4,Chicago Blackhawks,-123,55.16%,102.55%, -116,53.79%,-135,57.45%,102.49%, -128,56.05%
48.27%,+107,102.56%,49.50%,+102,48.84%,+105,102.38%,50.00%,+100,St. Louis Blues,3,,6-Jan,,6,Philadelphia Flyers,-110,52.38%,102.38%, -105,51.16%,-113,53.05%,102.56%, -107,51.73%
54.80%, -121,102.44%,56.14%,-128,55.67%, -126,102.54%,57.08%, -133,Minnesota Wild,2,,6-Jan,,7,Colorado Avalanche,+120,45.45%,102.54%,+126,44.33%,+116,46.30%,102.44%,+121,45.20%
42.42%,+136,102.49%,43.48%,+130,43.03%,+132,102.39%,44.05%,+127,Edmonton Oilers,1,,6-Jan,,5,Dallas Stars,-140,58.33%,102.39%, -132,56.97%,-144,59.02%,102.49%, -136,57.58%
42.42%,+136,102.49%,43.48%,+130,40.67%,+146,102.45%,41.67%,+140,Carolina Hurricanes,1,,6-Jan,,7,Boston Bruins,-155,60.78%,102.45%, -146,59.33%,-144,59.02%,102.49%, -136,57.58%
34.11%,+193,102.50%,34.97%,+186,32.43%,+208,102.45%,33.22%,+201,Vancouver Canucks,2,,6-Jan,SO,3,Toronto Maple Leafs,-225,69.23%,102.45%, -208,67.57%,-208,67.53%,102.50%, -193,65.89%
64.26%, -180,102.50%,65.87%,-193,64.51%, -182,102.47%,66.10%, -195,Tampa Bay Lightning,3,,6-Jan,,6,Ottawa Senators,+175,36.36%,102.47%,+182,35.49%,+173,36.63%,102.50%,+180,35.74%
55.67%, -126,102.54%,57.08%,-133,55.86%, -127,102.51%,57.26%, -134,New York Rangers,2,SO,6-Jan,,1,Arizona Coyotes,+121,45.25%,102.51%,+127,44.14%,+120,45.45%,102.54%,+126,44.33%
46.21%,+116,102.55%,47.39%,+111,49.07%,+104,102.40%,50.25%, -101,Anaheim Ducks,2,,6-Jan,,3,Calgary Flames,-109,52.15%,102.40%, -104,50.93%,-123,55.16%,102.55%, -116,53.79%
49.07%,+104,102.40%,50.25%,-101,47.82%,+109,102.51%,49.02%,+104,Nashville Predators,4,,6-Jan,,3,Los Angeles Kings,-115,53.49%,102.51%, -109,52.18%,-109,52.15%,102.40%, -104,50.93%
51.16%, -105,102.38%,52.38%,-110,46.21%,+116,102.55%,47.39%,+111,New Jersey Devils,4,,7-Jan,SO,5,New York Islanders,-123,55.16%,102.55%, -116,53.79%,+100,50.00%,102.38%,+105,48.84%
38.42%,+160,102.47%,39.37%,+154,36.03%,+178,102.42%,36.90%,+171,Buffalo Sabres,1,,7-Jan,,4,Philadelphia Flyers,-190,65.52%,102.42%, -178,63.97%,-171,63.10%,102.47%, -160,61.58%
44.80%,+123,102.39%,45.87%,+118,42.25%,+137,102.47%,43.29%,+131,Edmonton Oilers,1,,7-Jan,,4,Chicago Blackhawks,-145,59.18%,102.47%, -137,57.75%,-130,56.52%,102.39%, -123,55.20%
43.21%,+131,102.41%,44.25%,+126,44.33%,+126,102.54%,45.45%,+120,San Jose Sharks,1,,7-Jan,,4,Winnipeg Jets,-133,57.08%,102.54%, -126,55.67%,-139,58.16%,102.41%, -131,56.79%
41.39%,+142,102.37%,42.37%,+136,42.25%,+137,102.47%,43.29%,+131,St. Louis Blues,3,,7-Jan,OT,4,Washington Capitals,-145,59.18%,102.47%, -137,57.75%,-150,60.00%,102.37%, -142,58.61%
41.56%,+141,102.39%,42.55%,+135,39.98%,+150,102.52%,40.98%,+144,Florida Panthers,2,,7-Jan,SO,3,Columbus Blue Jackets,-160,61.54%,102.52%, -150,60.02%,-149,59.84%,102.39%, -141,58.44%
37.39%,+167,102.47%,38.31%,+161,39.51%,+153,102.46%,40.49%,+147,Vancouver Canucks,2,,7-Jan,,5,Montreal Canadiens,-163,61.98%,102.46%, -153,60.49%,-179,64.16%,102.47%, -167,62.61%
55.86%, -127,102.51%,57.26%,-134,59.81%, -149,102.39%,61.24%, -158,Tampa Bay Lightning,5,,7-Jan,,2,Detroit Red Wings,+143,41.15%,102.39%,+149,40.19%,+121,45.25%,102.51%,+127,44.14%
51.73%, -107,102.56%,53.05%,-113,48.84%,+105,102.38%,50.00%,+100,Boston Bruins,5,,7-Jan,OT,6,Pittsburgh Penguins,-110,52.38%,102.38%, -105,51.16%,+102,49.50%,102.56%,+107,48.27%
35.49%,+182,102.47%,36.36%,+175,37.53%,+166,102.49%,38.46%,+160,New York Rangers,1,,7-Jan,,2,Vegas Golden Knights,-178,64.03%,102.49%, -166,62.47%,-195,66.10%,102.47%, -182,64.51%
39.21%,+155,102.42%,40.16%,+149,38.76%,+158,102.37%,39.68%,+152,Columbus Blue Jackets,3,OT,8-Jan,,2,Toronto Maple Leafs,-168,62.69%,102.37%, -158,61.24%,-165,62.26%,102.42%, -155,60.79%
58.10%, -139,102.43%,59.51%,-147,60.02%, -150,102.52%,61.54%, -160,Winnipeg Jets,7,,9-Jan,,4,Buffalo Sabres,+144,40.98%,102.52%,+150,39.98%,+133,42.92%,102.43%,+139,41.90%
35.74%,+180,102.50%,36.63%,+173,32.87%,+204,102.42%,33.67%,+197,Vancouver Canucks,1,,9-Jan,,3,Washington Capitals,-220,68.75%,102.42%, -204,67.13%,-193,65.87%,102.50%, -180,64.26%
50.00%,+100,102.44%,51.22%,-105,50.00%,+100,102.44%,51.22%, -105,Chicago Blackhawks,8,,9-Jan,,2,Ottawa Senators,-105,51.22%,102.44%,+100,50.00%,-105,51.22%,102.44%,+100,50.00%
36.67%,+173,102.51%,37.59%,+166,35.12%,+185,102.41%,35.97%,+178,Carolina Hurricanes,4,,9-Jan,,5,Tampa Bay Lightning,-198,66.44%,102.41%, -185,64.88%,-185,64.91%,102.51%, -173,63.33%
40.67%,+146,102.45%,41.67%,+140,40.19%,+149,102.39%,41.15%,+143,Florida Panthers,7,,9-Jan,,4,St. Louis Blues,-158,61.24%,102.39%, -149,59.81%,-155,60.78%,102.45%, -146,59.33%
40.67%,+146,102.45%,41.67%,+140,50.00%,+100,123.66%,61.83%, -162,Edmonton Oilers,1,,9-Jan,,2,Nashville Predators,-162,61.83%,123.66%,+100,50.00%,-155,60.78%,102.45%, -146,59.33%
44.33%,+126,102.54%,45.45%,+120,43.95%,+128,102.49%,45.05%,+122,Calgary Flames,3,OT,9-Jan,,2,Minnesota Wild,-135,57.45%,102.49%, -128,56.05%,-133,57.08%,102.54%, -126,55.67%
33.89%,+195,102.46%,34.72%,+188,32.43%,+208,102.45%,33.22%,+201,Ottawa Senators,4,,10-Jan,,3,Toronto Maple Leafs,-225,69.23%,102.45%, -208,67.57%,-210,67.74%,102.46%, -195,66.11%
48.61%,+106,102.36%,49.75%,+101,48.27%,+107,102.56%,49.50%,+102,Minnesota Wild,2,,10-Jan,,1,Chicago Blackhawks,-113,53.05%,102.56%, -107,51.73%,-111,52.61%,102.36%, -106,51.39%
58.84%, -143,102.51%,60.32%,-152,59.33%, -146,102.45%,60.78%, -155,Columbus Blue Jackets,1,,11-Jan,,3,Buffalo Sabres,+140,41.67%,102.45%,+146,40.67%,+137,42.19%,102.51%,+143,41.16%
41.90%,+139,102.43%,42.92%,+133,40.19%,+149,102.39%,41.15%,+143,Carolina Hurricanes,3,,11-Jan,,1,Washington Capitals,-158,61.24%,102.39%, -149,59.81%,-147,59.51%,102.43%, -139,58.10%
35.49%,+182,102.47%,36.36%,+175,34.38%,+191,102.42%,35.21%,+184,Calgary Flames,5,,11-Jan,,1,Tampa Bay Lightning,-205,67.21%,102.42%, -191,65.62%,-195,66.10%,102.47%, -182,64.51%
37.99%,+163,102.41%,38.91%,+157,37.25%,+168,102.45%,38.17%,+162,Vancouver Canucks,5,,12-Jan,,2,Columbus Blue Jackets,-180,64.29%,102.45%, -168,62.75%,-174,63.50%,102.41%, -163,62.01%
44.80%,+123,102.39%,45.87%,+118,45.20%,+121,102.44%,46.30%,+116,Calgary Flames,4,,12-Jan,,2,Florida Panthers,-128,56.14%,102.44%, -121,54.80%,-130,56.52%,102.39%, -123,55.20%
46.21%,+116,102.55%,47.39%,+111,45.40%,+120,102.46%,46.51%,+115,Washington Capitals,4,,12-Jan,,3,Carolina Hurricanes,-127,55.95%,102.46%, -120,54.60%,-123,55.16%,102.55%, -116,53.79%
50.70%, -103,102.42%,51.92%,-108,50.00%,+100,102.44%,51.22%, -105,Winnipeg Jets,1,,12-Jan,,2,Chicago Blackhawks,-105,51.22%,102.44%,+100,50.00%,-102,50.50%,102.42%,+103,49.30%
56.97%, -132,102.39%,58.33%,-140,55.00%, -122,102.41%,56.33%, -129,Edmonton Oilers,4,,12-Jan,,2,Arizona Coyotes,+117,46.08%,102.41%,+122,45.00%,+127,44.05%,102.39%,+132,43.03%
43.95%,+128,102.49%,45.05%,+122,45.40%,+120,102.46%,46.51%,+115,New York Islanders,7,,13-Jan,,2,New York Rangers,-127,55.95%,102.46%, -120,54.60%,-135,57.45%,102.49%, -128,56.05%
36.67%,+173,102.51%,37.59%,+166,36.67%,+173,102.51%,37.59%,+166,Detroit Red Wings,1,,13-Jan,,4,Pittsburgh Penguins,-185,64.91%,102.51%, -173,63.33%,-185,64.91%,102.51%, -173,63.33%
44.33%,+126,102.54%,45.45%,+120,43.39%,+130,102.43%,44.44%,+125,Winnipeg Jets,1,,13-Jan,,4,Minnesota Wild,-138,57.98%,102.43%, -130,56.61%,-133,57.08%,102.54%, -126,55.67%
56.05%, -128,102.49%,57.45%,-135,56.05%, -128,102.49%,57.45%, -135,Boston Bruins,4,SO,13-Jan,,3,Montreal Canadiens,+122,45.05%,102.49%,+128,43.95%,+122,45.05%,102.49%,+128,43.95%
45.60%,+119,102.48%,46.73%,+114,47.82%,+109,102.51%,49.02%,+104,Philadelphia Flyers,5,,13-Jan,,3,New Jersey Devils,-115,53.49%,102.51%, -109,52.18%,-126,55.75%,102.48%, -119,54.40%
36.03%,+178,102.42%,36.90%,+171,35.74%,+180,102.50%,36.63%,+173,Colorado Avalanche,4,,13-Jan,,1,Dallas Stars,-193,65.87%,102.50%, -180,64.26%,-190,65.52%,102.42%, -178,63.97%
37.39%,+167,102.47%,38.31%,+161,34.61%,+189,102.46%,35.46%,+182,Edmonton Oilers,3,OT,13-Jan,,2,Vegas Golden Knights,-203,67.00%,102.46%, -189,65.39%,-179,64.16%,102.47%, -167,62.61%
47.82%,+109,102.51%,49.02%,+104,44.80%,+123,102.39%,45.87%,+118,Anaheim Ducks,4,,13-Jan,,2,Los Angeles Kings,-130,56.52%,102.39%, -123,55.20%,-115,53.49%,102.51%, -109,52.18%
33.30%,+200,102.48%,34.13%,+193,31.99%,+213,102.48%,32.79%,+205,Arizona Coyotes,5,,13-Jan,OT,6,San Jose Sharks,-230,69.70%,102.48%, -213,68.01%,-216,68.35%,102.48%, -200,66.70%
37.85%,+164,102.40%,38.76%,+158,38.28%,+161,102.45%,39.22%,+155,New York Rangers,2,,14-Jan,,5,Pittsburgh Penguins,-172,63.24%,102.45%, -161,61.72%,-175,63.64%,102.40%, -164,62.15%
43.87%,+128,102.67%,45.05%,+122,48.27%,+107,102.56%,49.50%,+102,Calgary Flames,4,,14-Jan,,1,Carolina Hurricanes,-113,53.05%,102.56%, -107,51.73%,-136,57.63%,102.67%, -128,56.13%
35.37%,+183,102.45%,36.23%,+176,35.90%,+179,102.40%,36.76%,+172,Detroit Red Wings,4,,14-Jan,,0,Chicago Blackhawks,-191,65.64%,102.40%, -179,64.10%,-196,66.22%,102.45%, -183,64.63%
37.53%,+166,102.49%,38.46%,+160,37.71%,+165,102.38%,38.61%,+159,Vancouver Canucks,3,OT,14-Jan,,2,Minnesota Wild,-176,63.77%,102.38%, -165,62.29%,-178,64.03%,102.49%, -166,62.47%
43.21%,+131,102.41%,44.25%,+126,41.39%,+142,102.37%,42.37%,+136,Dallas Stars,3,OT,15-Jan,,2,Boston Bruins,-150,60.00%,102.37%, -142,58.61%,-139,58.16%,102.41%, -131,56.79%
51.73%, -107,102.56%,53.05%,-113,51.39%, -106,102.36%,52.61%, -111,Anaheim Ducks,1,,15-Jan,,3,Colorado Avalanche,+101,49.75%,102.36%,+106,48.61%,+102,49.50%,102.56%,+107,48.27%
48.27%,+107,102.56%,49.50%,+102,44.80%,+123,102.39%,45.87%,+118,San Jose Sharks,4,,15-Jan,,1,Los Angeles Kings,-130,56.52%,102.39%, -123,55.20%,-113,53.05%,102.56%, -107,51.73%
41.39%,+142,102.37%,42.37%,+136,46.52%,+115,102.37%,47.62%,+110,New York Islanders,5,OT,15-Jan,,4,Montreal Canadiens,-121,54.75%,102.37%, -115,53.48%,-150,60.00%,102.37%, -142,58.61%
46.21%,+116,102.55%,47.39%,+111,42.85%,+133,102.37%,43.86%,+128,St. Louis Blues,2,OT,16-Jan,,1,Toronto Maple Leafs,-141,58.51%,102.37%, -133,57.15%,-123,55.16%,102.55%, -116,53.79%
50.70%, -103,102.42%,51.92%,-108,50.46%, -102,102.43%,51.69%, -107,New Jersey Devils,4,,16-Jan,,1,New York Islanders,-103,50.74%,102.43%,+102,49.54%,-102,50.50%,102.42%,+103,49.30%
47.60%,+110,102.48%,48.78%,+105,47.60%,+110,102.48%,48.78%,+105,Philadelphia Flyers,1,,16-Jan,,5,New York Rangers,-116,53.70%,102.48%, -110,52.40%,-116,53.70%,102.48%, -110,52.40%
53.06%, -113,102.41%,54.34%,-119,53.27%, -114,102.39%,54.55%, -120,Dallas Stars,4,,16-Jan,,2,Detroit Red Wings,+109,47.85%,102.39%,+114,46.73%,+108,48.08%,102.41%,+113,46.94%
46.21%,+116,102.55%,47.39%,+111,43.21%,+131,102.41%,44.25%,+126,Vegas Golden Knights,0,,16-Jan,,1,Nashville Predators,-139,58.16%,102.41%, -131,56.79%,-123,55.16%,102.55%, -116,53.79%
53.79%, -116,102.55%,55.16%,-123,56.79%, -131,102.41%,58.16%, -139,San Jose Sharks,3,SO,16-Jan,,2,Arizona Coyotes,+126,44.25%,102.41%,+131,43.21%,+111,47.39%,102.55%,+116,46.21%
37.25%,+168,102.45%,38.17%,+162,36.03%,+178,102.42%,36.90%,+171,Montreal Canadiens,1,,17-Jan,,4,Boston Bruins,-190,65.52%,102.42%, -178,63.97%,-180,64.29%,102.45%, -168,62.75%
48.84%,+105,102.38%,50.00%,+100,48.84%,+105,102.38%,50.00%,+100,Pittsburgh Penguins,3,,17-Jan,,5,Anaheim Ducks,-110,52.38%,102.38%, -105,51.16%,-110,52.38%,102.38%, -105,51.16%
50.70%, -103,102.42%,51.92%,-108,55.00%, -122,102.41%,56.33%, -129,Washington Capitals,3,,18-Jan,OT,4,New Jersey Devils,+117,46.08%,102.41%,+122,45.00%,-102,50.50%,102.42%,+103,49.30%
54.80%, -121,102.44%,56.14%,-128,56.61%, -130,102.43%,57.98%, -138,Boston Bruins,5,,18-Jan,,2,New York Islanders,+125,44.44%,102.43%,+130,43.39%,+116,46.30%,102.44%,+121,45.20%
36.41%,+175,102.47%,37.31%,+168,36.03%,+178,102.42%,36.90%,+171,Buffalo Sabres,3,,18-Jan,,4,New York Rangers,-190,65.52%,102.42%, -178,63.97%,-187,65.16%,102.47%, -175,63.59%
49.07%,+104,102.40%,50.25%,-101,48.61%,+106,102.36%,49.75%,+101,Toronto Maple Leafs,2,,18-Jan,OT,3,Philadelphia Flyers,-111,52.61%,102.36%, -106,51.39%,-109,52.15%,102.40%, -104,50.93%
52.84%, -112,102.44%,54.13%,-118,48.61%,+106,102.36%,49.75%,+101,Dallas Stars,1,,18-Jan,SO,2,Columbus Blue Jackets,-111,52.61%,102.36%, -106,51.39%,+107,48.31%,102.44%,+112,47.16%
56.97%, -132,102.39%,58.33%,-140,52.40%, -110,102.48%,53.70%, -116,St. Louis Blues,4,,18-Jan,,1,Ottawa Senators,+105,48.78%,102.48%,+110,47.60%,+127,44.05%,102.39%,+132,43.03%
39.98%,+150,102.52%,40.98%,+144,37.85%,+164,102.40%,38.76%,+158,Vegas Golden Knights,4,,18-Jan,,1,Tampa Bay Lightning,-175,63.64%,102.40%, -164,62.15%,-160,61.54%,102.52%, -150,60.02%
34.49%,+190,102.44%,35.34%,+183,34.85%,+187,102.49%,35.71%,+180,Arizona Coyotes,2,,18-Jan,SO,3,Nashville Predators,-201,66.78%,102.49%, -187,65.15%,-204,67.11%,102.44%, -190,65.51%
50.70%, -103,102.42%,51.92%,-108,51.39%, -106,102.36%,52.61%, -111,San Jose Sharks,3,,18-Jan,,5,Colorado Avalanche,+101,49.75%,102.36%,+106,48.61%,-102,50.50%,102.42%,+103,49.30%
43.21%,+131,102.41%,44.25%,+126,45.60%,+119,102.48%,46.73%,+114,Pittsburgh Penguins,3,,18-Jan,,1,Los Angeles Kings,-126,55.75%,102.48%, -119,54.40%,-139,58.16%,102.41%, -131,56.79%
50.00%,+100,102.44%,51.22%,-105,48.04%,+108,102.53%,49.26%,+103,Vegas Golden Knights,3,,19-Jan,OT,4,Florida Panthers,-114,53.27%,102.53%, -108,51.96%,-105,51.22%,102.44%,+100,50.00%
39.51%,+153,102.46%,40.49%,+147,39.98%,+150,102.52%,40.98%,+144,Montreal Canadiens,2,,19-Jan,,3,Washington Capitals,-160,61.54%,102.52%, -150,60.02%,-163,61.98%,102.46%, -153,60.49%
38.71%,+158,102.51%,39.68%,+152,40.83%,+145,102.47%,41.84%,+139,Los Angeles Kings,1,,19-Jan,,2,Anaheim Ducks,-154,60.63%,102.47%, -145,59.17%,-169,62.83%,102.51%, -158,61.29%
59.00%, -144,102.49%,60.47%,-153,59.65%, -148,102.41%,61.09%, -157,Dallas Stars,7,,20-Jan,,1,Buffalo Sabres,+142,41.32%,102.41%,+148,40.35%,+138,42.02%,102.49%,+144,41.00%
44.14%,+127,102.51%,45.25%,+121,46.21%,+116,102.55%,47.39%,+111,New Jersey Devils,1,,20-Jan,,3,Philadelphia Flyers,-123,55.16%,102.55%, -116,53.79%,-134,57.26%,102.51%, -127,55.86%
47.82%,+109,102.51%,49.02%,+104,47.16%,+112,102.44%,48.31%,+107,New York Rangers,1,,20-Jan,,3,Colorado Avalanche,-118,54.13%,102.44%, -112,52.84%,-115,53.49%,102.51%, -109,52.18%
45.60%,+119,102.48%,46.73%,+114,46.94%,+113,102.41%,48.08%,+108,Winnipeg Jets,2,SO,20-Jan,,1,Calgary Flames,-119,54.34%,102.41%, -113,53.06%,-126,55.75%,102.48%, -119,54.40%
60.18%, -151,102.50%,61.69%,-161,57.75%, -137,102.47%,59.18%, -145,Boston Bruins,4,,20-Jan,,1,Montreal Canadiens,+131,43.29%,102.47%,+137,42.25%,+145,40.82%,102.50%,+151,39.82%
56.42%, -129,102.45%,57.81%,-137,56.61%, -130,102.43%,57.98%, -138,Toronto Maple Leafs,4,,20-Jan,,3,Ottawa Senators,+125,44.44%,102.43%,+130,43.39%,+124,44.64%,102.45%,+129,43.58%
